Niveau;Vocabulaire;Signification;Lecture
N4;出来るだけ;si possible, autant que possible;できるだけ
N5;出口;sortie;でぐち
N2;手首;poignet;てくび
N2;凸凹;inégal (relief du terrain, du sol), rugueux;でこぼこ
N2;手頃;modéré, abordable, accessible;てごろ
N2;弟子;disciple, apprenti, élève;でし
N3;手品;tour de passe-passe, tour de magie, jonglage;てじな
N3;;donc, par conséquent;ですから
N5;;test, essai;テスト
N2;出鱈目;absurde, insensé, peu méthodique, au hasard;でたらめ
N2;手帳;carnet de note, certificat;てちょう
N3;鉄;fer (minerai);てつ
N3;哲学;philosophie;てつがく
N2;鉄橋;pont en fer, pont de voie ferrée;てっきょう
N2;;certainement, sûrement, sans l'ombre d'un doute;てっきり
N3;手伝い;assistant, personne qui aide;てつだい
N4;手伝う [五段];aider, assister;てつだう
N2;手続き;procédure, formalité;てつづき
N3;徹底;minutie, exhaustivité, complétude;てってい
N3;鉄道;chemins de fer;てつどう
N2;鉄砲;arme à feu, pistolet, fusil;てっぽう
N3;徹夜する;passer une nuit blanche, faire une nuit blanche;てつやする
N4;;tennis;テニス
N4;;court de tennis;テニスコート
N2;手拭い;essuie-main;てぬぐい
N5;;donc, alors, et bien;では
N5;;centre commercial;デパート
N4;手袋;gants;てぶくろ
N3;手間;effort, travail, labeur;てま
N2;手前;avant, ce côté;てまえ
N2;出迎え;réception, accueil (de quelqu'un);でむかえ
N2;出迎える [一段];accueillir une personne, recevoir quelqu'un;でむかえる
N3;;démonstration, manifestion politique;デモ
N5;;mais, cependant;でも
N4;寺;temple bouddhiste;てら
N2;照らす [五段];illuminer, éclairer quelque chose;てらす
N2;照る [五段];briller;てる
N5;出る [一段];quitter, sortir;でる
N5;;télévision;テレビ
N5;店;boutique de, magasin de;てん
N4;点;point, marque, score;てん
N4;店員;employé d'un magasin, vendeur;てんいん
N2;展開;développement, expansion;てんかい
N5;天気;météo, temps;てんき
N5;電気;électricité, lumière électrique;でんき
N2;伝記;biographie;でんき
N2;電球;ampoule électrique;でんきゅう
N4;天気予報;prévisions météorologiques;てんきよほう
N5;電気を点ける;allumer la lumière;でんきをつける
N3;典型;type, archétype, modèle;てんけい
N3;天候;météo, temps;てんこう
N3;電子;électron;でんし
N5;電車;train;でんしゃ
N2;点数;points, score, note;てんすう
N2;伝染;contagion;でんせん
N2;電線;ligne électrique, câble électrique, ligne téléphonique;でんせん
N2;電池;pile;でんち
N2;電柱;poteau électrique, poteau téléphonique;でんちゅう
N2;点々;ici et là, petit à petit, éparpillé;てんてん
N2;転々する;bouger d'un lieu à un autre, se déplacer;てんてんする
N3;;tente;テント
N4;電灯;lumière électrique;でんとう
N3;伝統;tradition;でんとう
N3;天然;naturel, spontané;てんねん
N2;天皇;Empereur du Japon;"てんのう・すめ
らぎ"
N2;電波;onde électromagnétique, onde électrique;でんぱ
N2;;tempo, rythme;テンポ
N4;電報;télégramme;でんぽう
N4;展覧会;exposition;てんらんかい
N2;電流;courant électrique;でんりゅう
N2;電力;puissance électrique;でんりょく
N5;電話;téléphone;でんわ
N5;戸;porte coulissante;と
N5;;si, quand, et, avec;と
N4;都;urbain;と
N5;度;degré (angle, température...);ど
N5;度;compteur pour les occurrences, le nombre de fois;ど
N5;;porte (style occidental);ドア
N3;問い;question;とい
N2;問い吅わせ;demande de renseignements;といあわせ
N5;;toilettes;トイレ
N3;党;parti politique;とう
N3;塔;tour, pagode;とう
N2;頭;compteur pour les grands animaux;とう
N2;等;rang, ordre, classe;とう
N2;島;île de;とう
N5;如何;comment ?, de quelle manière ?;どう
N2;銅;cuivre;どう
N2;同;le même, ledit;どう
N2;道;route, chemin, voie;どう
N3;答案;copie d'examen;とうあん
N5;どう致しまして;il n'y a pas de quoi, de rien;"どういたしまし
て"
N2;統一;consolidation, unification, uniformité;とういつ
N3;同一;identité, similarité, égalité;どういつ
N3;銅貨;pièce de monnaire en cuivre;どうか
N2;同格;le même rang, égalité;どうかく
N4;道具;outil, instrument;どうぐ
N2;統計;statistiques;とうけい
N2;動作;action, comportement, manière;どうさ
N2;東西;Orient et Occident, votre attention s'il vous plait;とうざい
N3;動詞;verbe;どうし
N3;当時;à cette époque, en ce temps là;とうじ
N3;同時;au même moment, simultanément;どうじ
N2;当日;le jour convenu, le jour même;とうじつ
N5;如何して;pourquoi ?;どうして
N3;如何しても;absolument, coûte que coûte;どうしても
N2;投書;contribution, lettre envoyée à un journal;とうしょ
N2;登場する;entrer sur scène, apparaître à l'écran;とうじょうする
N2;;après tout, de toute manière, en tout cas;どうせ
N5;;s'il vous plaît;どうぞ
N5;どうぞ宜しく;enchanté, je compte sur vous;どうぞよろしく
N2;灯台;phare;とうだい
N3;到着;arrivée;とうちゃく
N2;到着する;arriver (quelque part);とうちゃくする
N4;等々;finalement, etc;とうとう
N3;道徳;morale;どうとく
N2;盗難;vol, cambriolage;とうなん
N2;当番;le fait d'être de garde ou d'être en service;とうばん
N3;投票;scrutin, vote;とうひょう
N2;投票する;voter aux élections;とうひょうする
N5;動物;animal;どうぶつ
N4;動物園;zoo;どうぶつえん
N2;等分;division en parts égales;とうぶん
N2;透明;transparent, clair;とうめい
N5;;merci;どうも
N5;どうも有難う御座います;merci beaucoup;"どうもありがと
うございます"
N2;灯油;lampe à huile, kérosène;とうゆ
N2;東洋 np;Orient;とうよう
N3;同様;identique, du même genre, semblable;どうよう
N2;童謡;chanson pour enfants;どうよう
N3;同僚;collègue, associé, collègue de travail;どうりょう
N3;道路;route, chemin;どうろ
N2;童話;conte de fées, conte pour enfants;どうわ
N5;遠い;long, distant;とおい
N5;十日;dixième jour du mois, 10 jours;とおか
N4;遠く;de loin, à distance;とおく
N3;通す [五段];laisser passer, faire passer;とおす
N4;通り;rue, avenue;とおり
N2;通り掛かる [五段];passer par hasard;とおりかかる
N3;通り過ぎる [一段];passer, traverser;とおりすぎる
N4;通る [五段];aller à (l'école...), passer;とおる
N3;都会;ville;とかい
N2;溶かす [五段];dissoudre, fondre;とかす
N2;尖る [五段];s'aiguiser, devenir pointu;とがる
N5;時;heure, temps, moment;とき
N5;時々;de temps en temps, parfois;ときどき
N2;;battement de cœur rapide, pulsation;どきどき
N3;解く [五段];résoudre, dénouer;とく
N2;溶く [五段];diluer (de la peinture), brouiller (des œufs),dissoudre;とく
N3;毒;poison, venin;どく
N2;退く [五段];s'écarter du chemin, faire place;どく
N3;得意;fier;とくい
N2;得意;fierté;とくい
N2;特殊;spécial, unique;とくしゅ
N3;読書;lecture;どくしょ
N2;特色;caractéristique, particularité, endroit coloré;とくしょく
N3;独身;célibat;どくしん
N3;特徴;caractéristique, particularité;とくちょう
N2;特定;spécifique, particulier;とくてい
N3;独特;particularité, caractéristique;どくとく
N4;特に;particulièrement;とくに
N2;特売;vente promotionnelle, solde;とくばい
N4;特別;spécial;とくべつ
N3;独立;indépendance;どくりつ
N5;時計;montre, horloge, réveil;とけい
N2;溶け込む [五段];se fondre dans, s'adapter, entrer dans;とけこむ
N3;解ける [一段];être résolu, se défaire, se dénouer;とける
N2;溶ける [一段];fondre, dissoudre, fusionner;とける
N2;退ける [一段];enlever, exclure, omettre;どける
N5;何所;où ?;どこ
N3;何所か;quelque part;どこか
N2;床の間;alcôve traditionnelle où sont disposées des fleurs;とこのま
N4;床屋;coiffeur, salon de coiffure;とこや
N5;所;endroit, lieu;ところ
N3;所が;même si, cependant;ところが
N3;;au fait, à propos;ところで
N2;所々;en plusieurs endroits, ici et là;ところどころ
N3;登山;alpinisme;とざん
N4;年;année;とし
N3;都市;ville;とし
N3;図書;livre;としょ
N2;途上;en route, à mi-chemin, sur le chemin;とじょう
N5;図書館;bibliothèque (bâtiment);としょかん
N3;年寄り;personnes âgées;としより
N3;閉じる [一段];fermer, clore;とじる
N2;都心;centre-ville;としん
N2;戸棚;placard, buffet, armoire;とだな
N3;途端;juste au moment;とたん
N3;土地;parcelle de terre;とち
N4;途中;en route, en chemin, à mi-chemin;とちゅう
N5;何方;quel côté ?;どちら
N4;特急;train express;とっきゅう
N2;疾っくに;il y a longtemps, déjà;とっくに
N3;突然;d'un coup, soudainement;とつぜん
N4;何方;quel côté ?;どっち
N2;;soudainement;どっと
N3;;premier, en tête;トップ
N5;迚も;beaucoup, extrêmement;とても
N3;届く [五段];parvenir, arriver, être attentif;とどく
N4;届ける [一段];livrer, distribuer;とどける
N2;整う [五段];être rangé, être en ordre;ととのう
N2;留まる [五段];rester (à un endroit), demeurer, être limité à;"とどまる・とま
る"
N5;何方;qui ? (poli);どなた
N5;隣;proche, voisin;となり
N2;怒鳴る [五段];crier, hurler (de colère);どなる
N3;兎に角;de toute façon;とにかく
N5;何の;quel ?;どの
N2;殿;Monseigneur, Monsieur;どの
N3;飛ばす [五段];"s'envoler, être projeté, omettre, ignorer, répandre
(une rumeur)";とばす
N2;飛び込む [五段];plonger, se jeter dans, se précipiter dans;とびこむ
N3;飛び出す [五段];sortir brusquement, surgir, apparaitre soudainement;とびだす
N5;飛ぶ・跳ぶ [五段];voler, s'envoler, bondir;とぶ
N2;泊る [五段];passer la nuit, loger (dans un hôtel par exemple);とまる
N5;止まる・留まる [五段];"rester (au même endroit), stopper, s'arrêter,
demeurer, être limité à, s'établir";"とまる・とどま
る"
N4;止める [一段];arrêter, stopper;とめる
N3;留める・止める [一段];"arrêter, se concentrer sur, prêter attention à, se
rappeler, garder à l'esprit, rester (dans un lieu, à un endroit)";とめる
N2;泊める [一段];héberger;とめる
N3;友;ami, camarade;とも
N2;兎も角;de toute façon, dans tous les cas;ともかく
N5;友達;ami, compagnon;ともだち
N3;共に;ensemble, avec;ともに
N3;土曜・土;samedi;どよう・ど
N5;土曜日;samedi;どようび
N3;虎;tigre;とら
N3;;voyage en voiture;ドライブ
N2;捕える [一段];capturer, attraper, arrêter, saisir, percevoir;とらえる
N3;;camion, piste (de course, d'un CD);トラック
N3;;programme TV de fiction, drame;ドラマ
N3;;cartes à jouer;トランプ
N5;鳥;oiseau;とり
N3;取り上げる [一段];adopter, prendre, accepter, confisquer;とりあげる
N2;取り入れる [一段];récolter, rassembler, mettre dans ,adopter;とりいれる
N4;取り替える [一段];échanger, remplacer;とりかえる
N2;取り消す [五段];annuler;とりけす
N2;取り出す [五段];sortir, produire, aller chercher, récupérer;とりだす
N5;鶏肉;poulet;とりにく
N3;努力;effort, peine;どりょく
N5;取る [五段];prendre, emporter;とる
N5;撮る [五段];prendre (une photographie);とる
N2;採る [五段];"adopter (une mesure, une proposition), cueillir (un
fruit), attraper (un insecte), prélever (un échantillon)";とる
N2;捕る・獲る [五段];attraper, prendre, capturer;とる
N5;何れ;lequel ?;どれ
N2;;entraînement;トレーニング
N3;;robe;ドレス
N3;取れる [一段];"être enlevé, disparaitre, être attrapé, être récolté,
être interprêté";とれる
N3;泤;boue;どろ
N4;泤棒;voleur, cambrioleur;どろぼう
N3;;tonne;トン
N3;;impossible !, hors de question !, absolument pas !, n'importe quoi !;とんでもない
N2;;rapidement;どんどん
N5;;quel genre ?;どんな
N3;;comment ?, combien ?;どんなに
N3;;tunnel;トンネル
N2;丼;"bol en porcelaine, bol de riz avec de la garniture au
dessus";どんぶり
N3;名;nom, réputation;な
N5;無い;"qui n'existe pas, qui n'est pas là, qui n'est pas
possédé";ない
N3;内;à l'intérieur de, dans;ない
N2;内科;"médecine générale, département de la médecine
interne (dans un hôpital)";ないか
N2;内線;poste de téléphone, ligne interne téléphonique;ないせん
N5;;couteau;ナイフ
N3;内容;contenu, matière, substance, sujet;ないよう
N2;;nylon;ナイロン
N3;尚;d'autre part, de plus, en outre;なお
N4;直す・治す [五段];réparer, guérir;なおす
N2;直す;suffixe pour exprimer le fait qu'on retente une action;なおす
N4;直る・治る [五段];être réparé, être guéri, se remettre (santé);なおる
N5;中;à l'intérieur de, parmi;なか
N3;仲;relation personnelle;なか
N5;長い;long;ながい
N2;永い;long (en temps);ながい
N3;流す [五段];"faire couler, verser (des larmes…), répandre, faire
circuler";ながす
N2;仲直り;réconciliation;なかなおり
N4;中々;facilement, considérablement, très, difficilement;なかなか
N3;半ば;moitié, mi-chemin, demi;なかば
N2;長引く [五段];se prolonger, traîner en longueur;ながびく
N3;仲間;camarades, copains, compagnons;なかま
N2;中身・中味;contenu, substance, intérieur;なかみ
N3;眺め;vue, paysage;ながめ
N3;眺める [一段];regarder, contempler, fixer quelque chose du regard;ながめる
N2;中指;majeur (le doigt);なかゆび
N2;仲良し;ami proche, ami intime;なかよし
N3;流れ;flot, courant, écoulement;ながれ
N3;流れる [一段];s'écouler, couler, ruisseler;ながれる
N5;鳴く [五段];"chanter (oiseau), aboyer, miauler, grogner
(pangolin)...";なく
N4;泣く [五段];pleurer;なく
N2;慰める [一段];réconforter, consoler;なぐさめる
N4;無くす・亡くす [五段];perdre (quelque chose ou quelqu'un);なくす
N4;無くなる [五段];se perdre, disparaître;なくなる
N4;亡くなる [五段];mourir, perdre la vie;なくなる
N2;殴る [五段];frapper, taper;なぐる
N4;投げる [一段];lancer, jeter;なげる
N4;為さる [五段];faire (poli);なさる
N3;無し;sans;なし
N2;為す [五段];accomplir, faire;なす
N4;何故;pourquoi ?;なぜ
N3;何故なら;parce que;なぜなら
N3;謎;énigme, devinette, mystère;なぞ
N2;謎々;énigme, devinette, mystère;なぞなぞ
N5;夏;été;なつ
N2;懐かしい;nostalgique;なつかしい
N3;納得;accord, approbation, le fait d'accepter une situation;なっとく
N5;夏休み;vacances d'été;なつやすみ
